sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number,TIME_TO_CLOSE
SR23-01919942,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-05 08:08:55,2023-11-05T08:31:37.000,2023-11-05 08:08:56,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,8,1,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0002777777777777778
SR23-01885272,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 15:31:02,2023-10-30T16:31:04.000,2023-10-30 15:31:02,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01822659,Low Water Pressure Complaint,WBK,DWM - Department of Water Management,Completed,Alderman's Office,2023-10-20 14:10:46,2023-10-21T09:40:06.000,2023-10-21 09:40:06,9320 S MERRILL AVE,Chicago,Illinois,60617,9320,S,MERRILL,AVE,False,False,48,7,1,04,0413,36,14,6,10,1192067.642734991,1843480.704359,41.725503001,-87.572043,"{'latitude': '41.72550300093991', 'longitude': '-87.5720430000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,V044,,19.488888888888887
SR23-01809251,City Vehicle Sticker Violation,QAC,City Clerk's Office,Completed,Internet,2023-10-19 08:42:47,2023-11-06T15:07:37.000,2023-11-06 15:07:37,1632 S ALLPORT ST,Chicago,Illinois,60608,1632,S,ALLPORT,ST,False,False,31,25,3,12,1233,24,8,5,10,1168243.218572564,1891835.392100218,41.858739001,-87.657921,"{'latitude': '41.858739000940396', 'longitude': '-87.6579210000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,M026,,438.4138888888889
SR23-01762622,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-12 13:58:42,2023-10-12T14:32:20.000,2023-10-12 13:58:42,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01832365,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22 16:50:20,2023-10-22T17:31:06.000,2023-10-22 16:50:20,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01836046,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-23 10:56:03,2023-10-23T11:32:00.000,2023-10-23 10:56:03,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01945290,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-11-08 18:24:32,2023-11-08T18:31:33.000,2023-11-08 18:24:32,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,4,11,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01901600,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-02 08:34:56,2023-11-02T09:31:22.000,2023-11-02 08:34:57,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,8,5,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01885987,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-10-30 17:25:01,2023-10-31T12:11:24.000,2023-10-31 12:11:24,2249 N LEAMINGTON AVE,,,,2249,N,LEAMINGTON,AVE,False,False,19,26,2,25,2522,9,17,2,10,1141764.86517583,1914669.131374626,41.921928001,-87.7545495,"{'latitude': '41.921928000940596', 'longitude': '-87.75454950000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,D017,,18.773055555555555
SR23-01914140,Street Cleaning Request,SDP,Streets and Sanitation,Completed,Mobile Device,2023-11-03 17:28:44,2023-11-06T10:25:58.000,2023-11-06 10:25:58,2446 W CORTEZ ST,,,,2446,W,CORTEZ,ST,False,False,24,36,1,12,1212,15,17,6,11,1159714.657324718,1906978.162340722,41.900472001,-87.688809,"{'latitude': '41.900472000940546', 'longitude': '-87.6888090000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J020,,64.95388888888888
SR23-01867183,No Water Complaint,WBJ,DWM - Department of Water Management,Completed,Phone Call,2023-10-27 10:57:21,2023-10-27T13:36:39.000,2023-10-27 13:36:39,3013 S TROY ST,Chicago,Illinois,60623,3013,S,TROY,ST,True,False,30,25,3,10,1033,15,10,6,10,1155905.916315438,1884411.362262874,41.838624001,-87.703407,"{'latitude': '41.838624000940314', 'longitude': '-87.7034070000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,I028,SR23-01658485,2.655
SR23-01799215,Dead Animal Pick-Up Request,SGQ,Streets and Sanitation,Completed,Phone Call,2023-10-18 08:37:37,2023-10-18T11:53:08.000,2023-10-18 11:53:08,200 W 87TH ST,Chicago,Illinois,60620,200,W,87TH,ST,True,False,44,21,2,06,0622,31,8,4,10,1175891.509893426,1847610.137595027,41.737212001,-87.631173,"{'latitude': '41.737212000939934', 'longitude': '-87.63117300000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,P042,SR23-01798820,3.258611111111111
SR23-01804328,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18 14:57:17,2023-10-18T15:32:11.000,2023-10-18 14:57:17,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01927640,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-06 13:12:33,2023-11-06T13:31:55.000,2023-11-06 13:12:33,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,2,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01914756,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-03 20:42:50,2023-11-03T21:30:39.000,2023-11-03 20:42:50,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,20,6,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01844666,Sanitation Code Violation,SCB,Streets and Sanitation,Completed,Mobile Device,2023-10-24 12:36:17,2023-10-26T06:59:13.000,2023-10-26 06:59:13,2524 S CALIFORNIA AVE,,,,2524,S,CALIFORNIA,AVE,False,False,30,24,3,10,1033,18,12,3,10,1158038.843921359,1887004.983173783,41.845698001,-87.6955095,"{'latitude': '41.84569800094034', 'longitude': '-87.6955095000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I027,,42.382222222222225
SR23-01889525,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-31 11:06:57,2023-10-31T11:32:44.000,2023-10-31 11:06:57,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,11,3,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01775394,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-14 18:06:16,2023-10-14T18:31:35.000,2023-10-14 18:06:16,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,18,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01766971,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-13 09:35:22,2023-10-13T10:31:16.000,2023-10-13 09:35:22,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01898298,Blue Recycling Cart,SRRC,Streets and Sanitation,Open,Mobile Device,2023-11-01 14:24:06,2023-11-01T14:24:09.000,,1738 N KEYSTONE AVE,,,,1738,N,KEYSTONE,AVE,False,False,23,26,3,25,2534,47,14,4,11,1149031.98580518,1911423.142312421,41.912883001,-87.727932,"{'latitude': '41.91288300094055', 'longitude': '-87.72793200000189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,F018,,
SR23-01772192,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-13 22:06:13,2023-10-13T22:30:39.000,2023-10-13 22:06:14,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,22,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01845140,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24 13:10:34,2023-10-24T13:31:26.000,2023-10-24 13:10:35,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01829570,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-22 03:27:24,2023-10-22T03:30:36.000,2023-10-22 03:27:24,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,3,1,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01919359,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-05 01:12:56,2023-11-05T01:31:00.000,2023-11-05 01:12:56,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,1,1,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01865194,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27 07:49:30,2023-10-27T08:31:17.000,2023-10-27 07:49:30,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01759762,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-12 09:35:58,2023-10-12T10:31:02.000,2023-10-12 09:35:58,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,9,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01868420,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27 12:36:30,2023-10-27T13:32:00.000,2023-10-27 12:36:31,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01854228,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25 14:44:52,2023-10-25T15:31:15.000,2023-10-25 14:44:52,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01870901,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27 16:50:14,2023-10-27T17:31:05.000,2023-10-27 16:50:14,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01902009,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-02 09:18:27,2023-11-02T09:31:42.000,2023-11-02 09:18:27,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,5,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01817573,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-19 20:19:20,2023-10-19T20:30:39.000,2023-10-19 20:19:20,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,20,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01732073,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-07 19:12:56,2023-10-07T19:30:44.000,2023-10-07 19:12:56,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,19,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01883215,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-30 12:14:30,2023-10-30T12:33:01.000,2023-10-30 12:14:30,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,12,2,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
SR23-01689499,Tree Debris Clean-Up Request,SEL,Streets and Sanitation,Completed,Phone Call,2023-10-01 18:45:23,2023-10-12T13:04:18.000,2023-10-12 13:04:18,5940 S DR MARTIN LUTHER KING JR DR,Chicago,Illinois,60637,5940,S,DR MARTIN LUTHER KING JR,DR,False,False,40,20,3,02,0232,7,18,1,10,1179753.712639359,1865529.746000181,41.786298001,-87.616476,"{'latitude': '41.78629800094012', 'longitude': '-87.6164760000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Q036,,258.3152777777778
SR23-01797591,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-17 20:45:12,2023-10-17T21:30:39.000,2023-10-17 20:45:12,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,20,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
SR23-01740725,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-09 15:07:43,2023-10-09T15:32:14.000,2023-10-09 15:07:44,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,15,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
SR23-01769274,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mobile Device,2023-10-13 13:21:03,2023-10-16T09:17:25.000,2023-10-16 09:17:25,1600 W WEBSTER AVE,,,,1600,W,WEBSTER,AVE,False,False,22,32,3,14,1432,37,13,6,10,1165126.810656576,1914731.622202404,41.921634714,-87.668709258,"{'latitude': '41.921634713577156', 'longitude': '-87.66870925760101', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,L017,,67.93944444444445
SR23-01778286,Sign Repair Request - Do Not Enter Sign,PCD,CDOT - Department of Transportation,Completed,Phone Call,2023-10-15 11:23:04,2023-10-15T11:24:24.000,2023-10-15 11:24:24,1356 N ROCKWELL ST,Chicago,Illinois,60622,1356,N,ROCKWELL,ST,False,False,24,26,2,14,1423,26,11,1,10,1158753.708135044,1909168.418026005,41.906502001,-87.6922785,"{'latitude': '41.90650200094051', 'longitude': '-87.69227850000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",CDOT - Department of Transportation,J019,,0.022222222222222223
