,sr_number,sr_type,sr_short_code,owner_department,status,origin,created_date,last_modified_date,closed_date,street_address,city,state,zip_code,street_number,street_direction,street_name,street_type,duplicate,legacy_record,community_area,ward,police_sector,police_district,police_beat,precinct,created_hour,created_day_of_week,created_month,x_coordinate,y_coordinate,latitude,longitude,location,created_department,electricity_grid,parent_sr_number,TIME_TO_CLOSE
98075,SR23-01817725,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-19 21:06:05,2023-10-19T21:30:57.000,2023-10-19 21:06:05,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
78543,SR23-01786921,Dead Animal Pick-Up Request,SGQ,Streets and Sanitation,Completed,Phone Call,2023-10-16 14:41:42,2023-10-17T14:58:42.000,2023-10-17 14:58:42,107 E 111TH ST,Chicago,Illinois,,107,E,111TH,ST,False,False,49,9,3,05,0531,43,14,2,10,1178787.878134967,1831381.67716069,41.692613614,-87.621053479,"{'latitude': '41.69261361361505', 'longitude': '-87.62105347861929', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Q049,,24.283333333333335
90753,SR23-01804325,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-18 14:57:09,2023-10-18T15:32:11.000,2023-10-18 14:57:09,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
106577,SR23-01828176,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Mobile Device,2023-10-21 16:30:02,2023-11-09T10:38:57.000,2023-11-09 10:38:57,6121 N KIRKWOOD AVE,,,,6121,N,KIRKWOOD,AVE,False,False,12,39,1,17,1711,42,16,7,10,1145183.720453901,1940455.164587874,41.992623001,-87.741333,"{'latitude': '41.992623000940846', 'longitude': '-87.74133300000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,E007,,450.1486111111111
94154,SR23-01810576,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-19 10:08:02,2023-10-19T10:31:00.000,2023-10-19 10:08:02,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
170015,SR23-01906894,Abandoned Vehicle Complaint,SKA,Streets and Sanitation,Completed,Phone Call,2023-11-02 17:56:21,2023-11-03T08:55:20.000,2023-11-03 08:55:19,10337 S AVENUE  O,Chicago,Illinois,60617,10337,S,AVENUE  O,,False,False,52,10,3,04,0432,31,17,5,11,1200923.480905898,1836873.208335163,41.707152001,-87.5398275,"{'latitude': '41.70715200093983', 'longitude': '-87.5398275000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,Y047,,14.982777777777779
91766,SR23-01806278,Yard Waste Pick-Up Request,SCQ,Streets and Sanitation,Completed,Mobile Device,2023-10-18 18:41:04,2023-10-20T13:24:01.000,2023-10-20 13:24:01,2912 N SACRAMENTO AVE,,,,2912,N,SACRAMENTO,AVE,False,False,21,35,1,14,1411,26,18,4,10,1155733.04830953,1919303.539291421,41.934375001,-87.703101,"{'latitude': '41.93437500094065', 'longitude': '-87.70310100000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,I015,,42.715833333333336
10010,SR23-01698673,Water Lead Test Kit Request,WCA2,DWM - Department of Water Management,Completed,Internet,2023-10-02 22:37:14,2023-11-22T11:43:56.000,2023-11-22 11:43:56,1616 E 56TH ST,Chicago,Illinois,60637,1616,E,56TH,ST,False,False,41,5,3,02,0235,35,22,2,10,1188105.530949876,1868219.161320872,41.793482798,-87.585768689,"{'latitude': '41.793482798041914', 'longitude': '-87.58576868859315', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,U035,,1213.1116666666667
132905,SR23-01860419,Street Cleaning Request,SDP,Streets and Sanitation,Open,Alderman's Office,2023-10-26 12:28:59,2023-10-26T12:29:00.000,,2139 W 21ST PL,Chicago,Illinois,60608,2139,W,21ST,PL,False,False,31,25,3,12,1234,30,12,5,10,1162273.653529325,1889640.948001804,41.852844001,-87.6798945,"{'latitude': '41.85284400094035', 'longitude': '-87.67989450000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,K026,,
153046,SR23-01884769,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-30 14:32:31,2023-10-30T15:31:10.000,2023-10-30 14:32:31,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,2,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
123255,SR23-01848403,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Internet,2023-10-24 22:06:54,2023-10-27T13:02:42.000,2023-10-27 13:02:42,1600 S WESTERN AVE,Chicago,Illinois,60608,1600,S,WESTERN,AVE,False,False,31,28,2,10,1023,19,22,3,10,1160621.258534318,1891987.969738441,41.859318814,-87.685894369,"{'latitude': '41.8593188136221', 'longitude': '-87.68589436878351', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,J026,,62.93
199721,SR23-01944716,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Phone Call,2023-11-08 16:32:28,2023-11-09T13:20:20.000,2023-11-09 13:20:20,5255 N CLARK ST,Chicago,Illinois,60640,5255,N,CLARK,ST,False,False,77,48,1,20,2013,10,16,4,11,1165139.853772637,1935203.046341098,41.977809001,-87.6680775,"{'latitude': '41.977809000940795', 'longitude': '-87.6680775000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Streets and Sanitation,M009,,20.797777777777778
123372,SR23-01848534,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-24 22:53:55,2023-10-24T23:31:04.000,2023-10-24 22:53:55,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,22,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
105922,SR23-01827458,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21 13:37:05,2023-10-21T14:30:44.000,2023-10-21 13:37:05,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,13,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
103712,SR23-01824896,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-20 21:33:13,2023-10-20T22:30:38.000,2023-10-20 21:33:13,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,6,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
121832,SR23-01846735,Rodent Baiting/Rat Complaint,SGA,Streets and Sanitation,Completed,Phone Call,2023-10-24 15:35:49,2023-11-09T12:54:51.000,2023-11-09 12:54:51,1632 W BERWYN AVE,Chicago,Illinois,60640,1632,W,BERWYN,AVE,False,False,77,40,1,20,2012,31,15,3,10,1164327.54808576,1935334.505281109,41.978187001,-87.671061,"{'latitude': '41.978187000940764', 'longitude': '-87.67106100000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,L009,,381.3172222222222
104693,SR23-01826006,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-21 09:10:17,2023-10-21T09:31:38.000,2023-10-21 09:10:18,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,7,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
181395,SR23-01920492,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-05 10:13:55,2023-11-05T10:30:58.000,2023-11-05 10:13:55,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,1,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
167559,SR23-01903763,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Mass Entry,2023-11-02 12:01:09,2023-11-02T12:01:18.000,2023-11-02 12:01:18,3218 W 55TH ST,Chicago,Illinois,60632,3218,W,55TH,ST,False,False,63,14,2,08,0822,15,12,5,11,1155741.241030232,1868037.760123369,41.793696001,-87.704451,"{'latitude': '41.79369600094016', 'longitude': '-87.7044510000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,H034,,0.0025
132691,SR23-01860152,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-26 12:02:07,2023-10-26T12:32:19.000,2023-10-26 12:02:08,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,12,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0002777777777777778
129684,SR23-01856401,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-25 23:49:48,2023-10-26T00:30:41.000,2023-10-25 23:49:48,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,23,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
51577,SR23-01752027,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-11 09:26:24,2023-10-11T09:30:48.000,2023-10-11 09:26:24,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
135996,SR23-01864231,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-26 21:32:24,2023-10-26T22:30:38.000,2023-10-26 21:32:24,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,21,5,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
57527,SR23-01760030,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-12 09:55:34,2023-10-12T10:32:34.000,2023-10-12 09:55:34,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,5,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
137936,SR23-01866548,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-27 10:06:52,2023-10-27T10:32:33.000,2023-10-27 10:06:52,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,10,6,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
155185,SR23-01887571,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-31 07:53:01,2023-10-31T08:31:50.000,2023-10-31 07:53:01,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
163989,SR23-01899277,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-01 16:27:46,2023-11-01T16:31:37.000,2023-11-01 16:27:46,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,16,4,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
48994,SR23-01748690,Tree Emergency,SEC,Streets and Sanitation,Canceled,Alderman's Office,2023-10-10 16:03:38,2023-10-10T16:10:25.000,2023-10-10 16:10:25,3032 S QUINN ST,Chicago,Illinois,60608,3032,S,QUINN,ST,False,False,60,11,1,09,0913,8,16,3,10,1170792.978757442,1884479.359883709,41.838498001,-87.648777,"{'latitude': '41.838498000940305', 'longitude': '-87.6487770000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Alderman,N028,,0.11305555555555556
14209,SR23-01704089,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-03 14:46:00,2023-10-03T15:31:40.000,2023-10-03 14:46:00,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,14,3,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
85212,SR23-01796239,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-17 16:05:20,2023-10-17T16:31:57.000,2023-10-17 16:05:20,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,16,3,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
165392,SR23-01901046,Sign Repair Request - Stop Sign,PCB,CDOT - Department of Transportation,Completed,Salesforce Mobile App,2023-11-02 07:19:25,2023-11-02T09:44:13.000,2023-11-02 09:44:13,9701 S COMMERCIAL,Chicago,Illinois,60617,9701,S,COMMERCIAL,,False,False,51,10,3,04,0431,7,7,5,11,1197889.791109296,1841158.354376789,41.718987001,-87.550794,"{'latitude': '41.71898700093989', 'longitude': '-87.55079400000189', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Streets and Sanitation,W045,,2.4133333333333336
19257,SR23-01710842,Sewer Cleaning Inspection Request,CHECKFOR,DWM - Department of Water Management,Completed,Phone Call,2023-10-04 13:20:56,2023-10-04T17:30:44.000,2023-10-04 17:30:44,738 W 31ST ST,Chicago,Illinois,60616,738,W,31ST,ST,False,False,60,11,1,09,0914,16,13,4,10,1171710.795349542,1884414.537694174,41.838300001,-87.645411,"{'latitude': '41.8383000009403', 'longitude': '-87.64541100000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,O028,,4.163333333333333
107134,SR23-01828806,Aircraft Noise Complaint,AVN,Aviation,Completed,Internet,2023-10-21 19:58:59,2023-10-21T20:30:58.000,2023-10-21 19:58:59,10510 W ZEMKE RD,Chicago,Illinois,60666,10510,W,ZEMKE,RD,False,False,76,41,5,16,1654,27,19,7,10,1105376.767356118,1941043.788329337,41.994900001,-87.8877495,"{'latitude': '41.99490000094086', 'longitude': '-87.8877495000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,,,0.0
166206,SR23-01902018,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-11-02 09:19:25,2023-11-02T09:32:37.000,2023-11-02 09:19:25,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,9,5,11,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
114736,SR23-01837833,Sanitation Code Violation,SCB,Streets and Sanitation,Completed,Internet,2023-10-23 13:49:44,2023-11-15T12:16:06.000,2023-11-15 12:16:06,5759 S NATCHEZ AVE,Chicago,Illinois,60638,5759,S,NATCHEZ,AVE,False,False,56,13,1,08,0811,42,13,2,10,1134131.608091801,1865436.450685269,41.786964001,-87.7837545,"{'latitude': '41.78696400094009', 'longitude': '-87.78375450000192', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",,Z135,,550.4394444444445
51621,SR23-01752086,Low Water Pressure Complaint,WBK,DWM - Department of Water Management,Completed,Phone Call,2023-10-11 09:31:45,2023-10-11T13:13:47.000,2023-10-11 13:13:47,6447 N TROY ST,Chicago,Illinois,60645,6447,N,TROY,ST,False,False,2,50,1,24,2412,10,9,4,10,1154230.595324441,1942792.383330126,41.998860001,-87.7079925,"{'latitude': '41.998860000940866', 'longitude': '-87.70799250000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,I006,,3.7005555555555554
89027,SR23-01801183,Graffiti Removal Request,GRAF,Streets and Sanitation,Completed,Salesforce Mobile App,2023-10-18 11:21:52,2023-10-18T11:58:15.000,2023-10-18 11:58:15,4729 S ASHLAND,Chicago,Illinois,60609,4729,S,ASHLAND,,False,False,61,20,3,09,0933,15,11,4,10,1166575.974033324,1873249.042117875,41.807772001,-87.664572,"{'latitude': '41.807772000940204', 'longitude': '-87.66457200000191', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",Streets and Sanitation,M033,,0.6063888888888889
16355,SR23-01706853,311 INFORMATION ONLY CALL,311IOC,311 City Services,Completed,Phone Call,2023-10-04 07:10:25,2023-10-04T07:30:39.000,2023-10-04 07:10:25,2111 W Lexington ST,Chicago,Illinois,60612,2111,W,Lexington,ST,False,False,28,28,2,12,1225,46,7,4,10,1162234.466875331,1896560.961621907,41.871834001,-87.679845,"{'latitude': '41.87183400094043', 'longitude': '-87.6798450000019', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",311 City Services,K024,,0.0
